truckid,driverid,event,Region,velocity,event_ind,idling_ind
A47,A47,normal,Teban Gardens,37,No,No
A44,A44,normal,Redhill,16,No,No
A58,A58,normal,Marsiling,54,No,No
A100,A100,normal,Queenstown,18,No,No
A72,A72,normal,Kembangan,18,No,No
A42,A42,normal,Yishun,19,No,No
A23,A23,normal,Tampines,19,No,No
A80,A80,normal,Jurong East,0,No,Yes
A71,A71,normal,Choa Chu Kang,0,No,Yes
A65,A65,normal,Tampines,58,No,No
A64,A64,normal,Potong Pasir,56,No,No
A66,A66,normal,Yishun,60,No,No
A93,A93,normal,Yishun,71,No,No
A34,A34,normal,Alexandra,20,No,No
A47,A47,normal,Yio Chu Kang,24,No,No
A39,A39,normal,Admiralty,24,No,No
A25,A25,normal,Pasir Ris,73,No,No
A89,A89,normal,Bukit Panjang,40,No,No
A61,A61,normal,Alexandra,51,No,No
A43,A43,unsafe following distance,Little India,0,Yes,Yes
A86,A86,normal,Little India,0,No,Yes
A8,A8,normal,Newton,43,No,No
A9,A9,normal,Chai Chee,46,No,No
A16,A16,normal,Admiralty,55,No,No
A25,A25,normal,Redhill,34,No,No
A54,A54,normal,Marsiling,21,No,No
A54,A54,normal,Newton,53,No,No
A67,A67,normal,Woodlands,68,No,No
A5,A5,normal,Telok Blangah,0,No,Yes
A53,A53,normal,Marine Parade,0,No,Yes
A37,A37,normal,Novena,57,No,No
A94,A94,normal,Yishun,0,No,Yes
A48,A48,normal,Yio Chu Kang,23,No,No
A33,A33,normal,Sembawang,21,No,No
A39,A39,normal,Tampines,31,No,No
A34,A34,normal,Yishun,46,No,No
A71,A71,normal,Choa Chu Kang,0,No,Yes
A85,A85,normal,Yishun,0,No,Yes
A15,A15,normal,Marine Parade,46,No,No
A62,A62,normal,Yishun,23,No,No
A89,A89,normal,Potong Pasir,43,No,No
A7,A7,normal,Marine Parade,0,No,Yes
A28,A28,normal,Teban Gardens,57,No,No
A53,A53,normal,Bukit Batok,45,No,No
A92,A92,normal,Yishun,54,No,No
A21,A21,normal,Choa Chu Kang,31,No,No
A62,A62,normal,Newton,31,No,No
A53,A53,normal,Yishun,58,No,No
A55,A55,normal,Telok Blangah,16,No,No
A21,A21,normal,Yio Chu Kang,55,No,No
A33,A33,overspeed,Bukit Batok,81,Yes,No
A1,A1,normal,Macpherson,19,No,No
A93,A93,normal,Clementi,31,No,No
A80,A80,normal,Bouna Vista,33,No,No
A27,A27,normal,Yishun,0,No,Yes
A74,A74,normal,Macpherson,0,No,Yes
A47,A47,normal,Bukit Panjang,47,No,No
A83,A83,normal,Toa Payoh,34,No,No
A51,A51,unsafe following distance,Little India,31,Yes,No
A28,A28,normal,Teban Gardens,69,No,No
A29,A29,normal,Kent Ridge,42,No,No
A38,A38,normal,Marine Parade,75,No,No
A11,A11,normal,Marine Parade,36,No,No
A28,A28,normal,Little India,0,No,Yes
A93,A93,normal,Yishun,0,No,Yes
A42,A42,normal,Yishun,69,No,No
A67,A67,normal,Choa Chu Kang,61,No,No
A28,A28,normal,Pasir Laba,17,No,No
A70,A70,normal,Yishun,45,No,No
A80,A80,normal,Yishun,0,No,Yes
A46,A46,normal,Tampines,57,No,No
A71,A71,normal,Pasir Ris,26,No,No
A10,A10,normal,Toa Payoh,70,No,No
A74,A74,normal,Bukit Merah,29,No,No
A39,A39,normal,Yishun,0,No,Yes
A13,A13,normal,Tampines,0,No,Yes
A30,A30,normal,Jurong East,22,No,No
A26,A26,normal,Serangoon,18,No,No
A85,A85,normal,Yishun,16,No,No
A51,A51,normal,Little India,29,No,No
A20,A20,normal,Queenstown,34,No,No
A77,A77,normal,Yishun,49,No,No
A48,A48,normal,Woodlands,0,No,Yes
A75,A75,normal,Jurong East,0,No,Yes
A3,A3,normal,Serangoon,0,No,Yes
A72,A72,normal,Yishun,0,No,Yes
A52,A52,normal,Redhill,0,No,Yes
A19,A19,normal,Yishun,23,No,No
A12,A12,normal,Yishun,45,No,No
A90,A90,normal,Farrer Park,0,No,Yes
A92,A92,normal,Marine Parade,23,No,No
A27,A27,normal,Yishun,75,No,No
A86,A86,normal,Boon Lay,40,No,No
A6,A6,normal,Simei,20,No,No
A26,A26,normal,Yishun,0,No,Yes
A25,A25,normal,Woodlands,0,No,Yes
A63,A63,normal,Tampines,55,No,No
A98,A98,normal,Jurong East,0,No,Yes
A42,A42,normal,Alexandra,25,No,No
A60,A60,normal,Clementi,0,No,Yes
A79,A79,normal,Bishan,35,No,No
A61,A61,normal,Bukit Batok,0,No,Yes
A69,A69,normal,Bedok,0,No,Yes
A87,A87,lane departure,Toa Payoh,68,Yes,No
A73,A73,normal,Bukit Batok,16,No,No
A51,A51,normal,Yishun,55,No,No
A82,A82,normal,Pasir Laba,0,No,Yes
A27,A27,normal,Sengkang,0,No,Yes
A20,A20,normal,Pasir Laba,69,No,No
A29,A29,normal,Bukit Batok,40,No,No
A81,A81,normal,Newton,52,No,No
A79,A79,normal,Kent Ridge,0,No,Yes
A16,A16,normal,Yio Chu Kang,37,No,No
A18,A18,overspeed,Toa Payoh,88,Yes,No
A95,A95,normal,Woodlands,0,No,Yes
A79,A79,normal,Toa Payoh,0,No,Yes
A54,A54,normal,Yishun,33,No,No
A73,A73,normal,Boon Lay,40,No,No
A41,A41,normal,Yishun,75,No,No
A20,A20,normal,Yishun,59,No,No
A11,A11,normal,Yishun,31,No,No
A41,A41,normal,Woodlands,31,No,No
A38,A38,normal,Queenstown,73,No,No
A52,A52,normal,Redhill,27,No,No
A48,A48,normal,Woodlands,49,No,No
A81,A81,normal,Yishun,45,No,No
A40,A40,normal,Telok Blangah,40,No,No
A74,A74,normal,Yio Chu Kang,0,No,Yes
A42,A42,normal,Yishun,68,No,No
A84,A84,normal,Yishun,0,No,Yes
A18,A18,normal,Toa Payoh,75,No,No
A78,A78,normal,Little India,0,No,Yes
A42,A42,normal,Queenstown,40,No,No
A99,A99,normal,Kembangan,46,No,No
A77,A77,normal,Newton,46,No,No
A88,A88,normal,Marine Parade,23,No,No
A68,A68,normal,Kembangan,44,No,No
A13,A13,normal,Farrer Park,20,No,No
A17,A17,normal,Bishan,67,No,No
A96,A96,normal,Newton,75,No,No
A93,A93,normal,Newton,44,No,No
A76,A76,normal,Tampines,70,No,No
A97,A97,normal,Teban Gardens,37,No,No
A79,A79,normal,Kent Ridge,42,No,No
A94,A94,normal,Redhill,0,No,Yes
A46,A46,normal,Tampines,20,No,No
A60,A60,normal,Bishan,68,No,No
A83,A83,normal,Bukit Batok,75,No,No
A26,A26,normal,Bouna Vista,75,No,No
A92,A92,unsafe following distance,Newton,66,Yes,No
A57,A57,normal,Bukit Batok,70,No,No
A69,A69,normal,Bukit Batok,50,No,No
A13,A13,normal,Tanglin,0,No,Yes
A49,A49,normal,Tampines,66,No,No
A17,A17,normal,Woodlands,0,No,Yes
A31,A31,normal,Yishun,67,No,No
A40,A40,normal,Little India,0,No,Yes
A49,A49,normal,Chai Chee,0,No,Yes
A20,A20,normal,Pasir Laba,55,No,No
A70,A70,normal,Bukit Panjang,55,No,No
A100,A100,lane departure,Yishun,0,Yes,Yes
A54,A54,normal,Punggol,31,No,No
A53,A53,normal,Bouna Vista,19,No,No
A85,A85,normal,Yishun,33,No,No
A72,A72,normal,Chai Chee,0,No,Yes
A48,A48,normal,Choa Chu Kang,41,No,No
A31,A31,normal,Tampines,36,No,No
A50,A50,normal,Bedok,50,No,No
A83,A83,normal,Toa Payoh,44,No,No
A27,A27,normal,Queenstown,39,No,No
A65,A65,normal,Yishun,60,No,No
A43,A43,normal,Little India,62,No,No
A77,A77,normal,Boon Lay,71,No,No
A69,A69,normal,Yishun,33,No,No
A86,A86,normal,Bishan,16,No,No
A87,A87,normal,Toa Payoh,22,No,No
A16,A16,normal,Queenstown,0,No,Yes
A51,A51,normal,Bukit Panjang,48,No,No
A94,A94,normal,Bishan,41,No,No
A91,A91,normal,Toa Payoh,17,No,No
A37,A37,normal,Yishun,58,No,No
A34,A34,normal,Tampines,0,No,Yes
A19,A19,normal,Bukit Batok,0,No,Yes
A75,A75,normal,Redhill,46,No,No
A65,A65,normal,Alexandra,70,No,No
A28,A28,normal,Pasir Laba,67,No,No
A78,A78,normal,Teban Gardens,37,No,No
A74,A74,lane departure,Bukit Panjang,68,Yes,No
A4,A4,normal,Yishun,17,No,No
A16,A16,normal,Bukit Merah,26,No,No
A56,A56,normal,Bishan,0,No,Yes
A35,A35,normal,Yishun,21,No,No
A76,A76,normal,Yishun,46,No,No
A65,A65,normal,Bukit Batok,0,No,Yes
A40,A40,normal,Tampines,29,No,No
A40,A40,normal,Woodlands,21,No,No
A12,A12,normal,Queenstown,35,No,No
A85,A85,normal,Yishun,28,No,No
A81,A81,normal,Newton,0,No,Yes
A25,A25,normal,Sembawang,32,No,No
A40,A40,normal,Woodlands,48,No,No
A62,A62,normal,Admiralty,67,No,No
A4,A4,normal,Sengkang,43,No,No
A62,A62,normal,Marsiling,0,No,Yes
A51,A51,normal,Telok Blangah,40,No,No
A79,A79,normal,Clementi,25,No,No
A29,A29,normal,Simei,74,No,No
A68,A68,normal,Yishun,53,No,No
A52,A52,normal,Woodlands,22,No,No
A35,A35,normal,Yio Chu Kang,34,No,No
A37,A37,normal,Woodlands,58,No,No
A86,A86,overspeed,Yishun,81,Yes,No
A68,A68,normal,Bouna Vista,60,No,No
A82,A82,normal,Tanglin,69,No,No
A84,A84,normal,Yishun,46,No,No
A83,A83,normal,Toa Payoh,15,No,No
A58,A58,normal,Little India,0,No,Yes
A14,A14,normal,Simei,0,No,Yes
A68,A68,normal,Toa Payoh,21,No,No
A40,A40,normal,Tampines,61,No,No
A30,A30,normal,Marine Parade,62,No,No
A27,A27,normal,Tampines,41,No,No
A56,A56,normal,Bishan,24,No,No
A91,A91,normal,Simei,19,No,No
A55,A55,normal,Macpherson,34,No,No
A67,A67,normal,Telok Blangah,46,No,No
A39,A39,normal,Tampines,39,No,No
A68,A68,normal,Woodlands,24,No,No
A85,A85,normal,Tampines,0,No,Yes
A7,A7,normal,Geylang,70,No,No
A40,A40,normal,Woodlands,47,No,No
A22,A22,normal,Tampines,68,No,No
A28,A28,normal,Pasir Laba,74,No,No
A42,A42,normal,Queenstown,0,No,Yes
A62,A62,normal,Little India,0,No,Yes
A16,A16,normal,Yishun,45,No,No
A11,A11,normal,Marine Parade,62,No,No
A56,A56,normal,Aljunied,57,No,No
A6,A6,normal,Sembawang,23,No,No
A19,A19,normal,Queenstown,42,No,No
A73,A73,overspeed,Newton,90,Yes,No
A26,A26,normal,Yishun,53,No,No
A29,A29,normal,Aljunied,48,No,No
A85,A85,normal,Little India,0,No,Yes
A22,A22,normal,Kembangan,17,No,No
A32,A32,normal,Boon Keng,20,No,No
A55,A55,normal,Little India,19,No,No
A20,A20,normal,Bukit Merah,0,No,Yes
A45,A45,normal,Tampines,0,No,Yes
A75,A75,normal,Choa Chu Kang,0,No,Yes
A93,A93,normal,Yishun,75,No,No
A20,A20,overspeed,Bukit Panjang,88,Yes,No
A43,A43,normal,Yishun,16,No,No
A69,A69,normal,Hougang,50,No,No
A32,A32,normal,Bukit Panjang,55,No,No
A41,A41,normal,Bukit Batok,23,No,No
A2,A2,normal,Kent Ridge,17,No,No
A7,A7,normal,Marine Parade,54,No,No
A21,A21,normal,Yishun,46,No,No
A14,A14,normal,Novena,28,No,No
A81,A81,normal,Tampines,46,No,No
A98,A98,normal,Pasir Ris,54,No,No
A73,A73,normal,Paya Lebar,25,No,No
A96,A96,normal,Queenstown,28,No,No
A68,A68,normal,Yishun,43,No,No
A64,A64,normal,Toa Payoh,61,No,No
A19,A19,normal,Geylang,41,No,No
A49,A49,normal,Serangoon,42,No,No
A59,A59,normal,Tanglin,0,No,Yes
A95,A95,normal,Tampines,41,No,No
A81,A81,normal,Punggol,0,No,Yes
A11,A11,normal,Jurong East,38,No,No
A55,A55,normal,Yishun,0,No,Yes
A8,A8,normal,Tampines,0,No,Yes
A93,A93,normal,Woodlands,32,No,No
A63,A63,normal,Chai Chee,62,No,No
A15,A15,normal,Queenstown,31,No,No
A5,A5,normal,Boon Lay,0,No,Yes
A55,A55,normal,Chai Chee,0,No,Yes
A54,A54,normal,Paya Lebar,37,No,No
A68,A68,normal,Woodlands,16,No,No
A22,A22,normal,Chai Chee,0,No,Yes
A9,A9,unsafe following distance,Tampines,45,Yes,No
A69,A69,normal,Yishun,45,No,No
A93,A93,normal,Pasir Laba,43,No,No
A61,A61,normal,Bukit Batok,40,No,No
A75,A75,normal,Yishun,54,No,No
A36,A36,normal,Boon Keng,59,No,No
A2,A2,normal,Novena,75,No,No
A82,A82,normal,Pasir Laba,32,No,No
A33,A33,normal,Toa Payoh,0,No,Yes
A41,A41,normal,Bukit Gombak,32,No,No
A93,A93,normal,Woodlands,37,No,No
A16,A16,normal,Admiralty,40,No,No
A29,A29,normal,Choa Chu Kang,59,No,No
A25,A25,normal,Choa Chu Kang,29,No,No
A52,A52,normal,Woodlands,16,No,No
A99,A99,normal,Potong Pasir,48,No,No
A20,A20,normal,Yio Chu Kang,34,No,No
A71,A71,normal,Little India,17,No,No
A3,A3,normal,Potong Pasir,0,No,Yes
A32,A32,normal,Telok Blangah,73,No,No
A52,A52,normal,Pasir Ris,67,No,No
A15,A15,normal,Queenstown,44,No,No
A16,A16,normal,Bukit Panjang,61,No,No
A46,A46,normal,Yishun,29,No,No
A16,A16,normal,Queenstown,15,No,No
A3,A3,normal,Yishun,0,No,Yes
A27,A27,normal,Hougang,0,No,Yes
A1,A1,normal,Bukit Panjang,75,No,No
A55,A55,normal,Pasir Laba,15,No,No
A28,A28,normal,Boon Lay,69,No,No
A1,A1,normal,Tanglin,55,No,No
A19,A19,normal,Queenstown,64,No,No
A51,A51,normal,Little India,0,No,Yes
A25,A25,normal,Sembawang,61,No,No
A35,A35,normal,Yio Chu Kang,54,No,No
A15,A15,normal,Alexandra,33,No,No
A55,A55,normal,Pasir Laba,31,No,No
A51,A51,normal,Little India,64,No,No
A96,A96,normal,Yishun,71,No,No
A10,A10,normal,Sembawang,48,No,No
A48,A48,normal,Yio Chu Kang,32,No,No
A7,A7,normal,Bukit Batok,56,No,No
A57,A57,normal,Jurong East,23,No,No
A80,A80,normal,Ang Mo Kio,75,No,No
A44,A44,normal,Kovan,41,No,No
A47,A47,normal,Woodlands,48,No,No
A76,A76,normal,Serangoon,44,No,No
A89,A89,normal,Queenstown,50,No,No
A44,A44,normal,Yio Chu Kang,56,No,No
A7,A7,normal,Tampines,0,No,Yes
A14,A14,normal,Tampines,15,No,No
A22,A22,normal,Eunos,37,No,No
A60,A60,normal,Tampines,20,No,No
A68,A68,normal,Tampines,0,No,Yes
A57,A57,normal,Bouna Vista,0,No,Yes
A40,A40,normal,Woodlands,16,No,No
A73,A73,lane departure,Bedok,68,Yes,No
A11,A11,normal,Alexandra,39,No,No
A42,A42,normal,Queenstown,55,No,No
A9,A9,normal,Farrer Park,0,No,Yes
A35,A35,normal,Yishun,0,No,Yes
A31,A31,normal,Hougang,31,No,No
A79,A79,normal,Bishan,34,No,No
A31,A31,normal,Newton,49,No,No
A91,A91,normal,Tampines,57,No,No
A64,A64,normal,Bukit Gombak,0,No,Yes
A90,A90,normal,Tampines,0,No,Yes
A91,A91,normal,Bukit Gombak,15,No,No
A99,A99,normal,Yishun,34,No,No
A89,A89,normal,Newton,38,No,No
A77,A77,normal,Yishun,51,No,No
A22,A22,normal,Eunos,0,No,Yes
A44,A44,normal,Bishan,45,No,No
A36,A36,normal,Tampines,16,No,No
A45,A45,normal,Yishun,70,No,No
A99,A99,normal,Ang Mo Kio,35,No,No
A89,A89,normal,Bukit Merah,0,No,Yes
A29,A29,normal,Sembawang,39,No,No
A64,A64,normal,Bukit Batok,0,No,Yes
A85,A85,normal,Yishun,50,No,No
A7,A7,normal,Yishun,0,No,Yes
A88,A88,unsafe following distance,Yishun,43,Yes,No
A95,A95,normal,Toa Payoh,0,No,Yes
A29,A29,normal,Clementi,58,No,No
A17,A17,lane departure,Woodlands,48,Yes,No
A15,A15,normal,Queenstown,0,No,Yes
A8,A8,normal,Tampines,43,No,No
A32,A32,normal,Yishun,68,No,No
A6,A6,normal,Toa Payoh,0,No,Yes
A49,A49,normal,Kembangan,0,No,Yes
A90,A90,normal,Tampines,0,No,Yes
A56,A56,normal,Toa Payoh,51,No,No
A29,A29,normal,Choa Chu Kang,73,No,No
A39,A39,normal,Yio Chu Kang,22,No,No
A56,A56,normal,Clementi,43,No,No
A28,A28,normal,Tanglin,37,No,No
A84,A84,normal,Ang Mo Kio,50,No,No
A54,A54,normal,Bedok,67,No,No
A5,A5,normal,Tanglin,35,No,No
A72,A72,normal,Yishun,0,No,Yes
A74,A74,normal,Boon Lay,0,No,Yes
A86,A86,normal,Tanglin,0,No,Yes
A37,A37,normal,Bukit Gombak,0,No,Yes
A22,A22,normal,Woodlands,0,No,Yes
A78,A78,normal,Boon Lay,75,No,No
A60,A60,normal,Bishan,60,No,No
A18,A18,normal,Simei,30,No,No
A65,A65,normal,Hougang,55,No,No
A56,A56,normal,Bishan,63,No,No
A88,A88,normal,Sengkang,43,No,No
A50,A50,overspeed,Hougang,89,Yes,No
A35,A35,normal,Punggol,35,No,No
A14,A14,normal,Bukit Batok,61,No,No
A25,A25,normal,Toa Payoh,23,No,No
A80,A80,normal,Marine Parade,0,No,Yes
A9,A9,normal,Farrer Park,0,No,Yes
A15,A15,unsafe following distance,Queenstown,15,Yes,No
A46,A46,normal,Queenstown,46,No,No
A7,A7,normal,Alexandra,22,No,No
A70,A70,normal,Queenstown,40,No,No
A1,A1,normal,Tanglin,34,No,No
A41,A41,normal,Serangoon,0,No,Yes
A98,A98,normal,Jurong East,15,No,No
A97,A97,lane departure,Clementi,0,No,Yes
A45,A45,normal,Bukit Batok,67,No,No
A66,A66,normal,Bukit Merah,0,No,Yes
A89,A89,unsafe following distance,Yishun,43,Yes,No
A1,A1,normal,Woodlands,64,No,No
A80,A80,normal,Ang Mo Kio,46,No,No
A89,A89,normal,Yio Chu Kang,0,No,Yes
A13,A13,overspeed,Pasir Laba,88,Yes,No
A10,A10,normal,Woodlands,58,No,No
A70,A70,normal,Queenstown,40,No,No
A74,A74,normal,Boon Lay,0,No,Yes
A7,A7,unsafe following distance,Ang Mo Kio,0,Yes,Yes
A2,A2,normal,Toa Payoh,46,No,No
A91,A91,normal,Woodlands,0,No,Yes
A40,A40,normal,Bishan,42,No,No
A69,A69,normal,Boon Lay,39,No,No
A17,A17,normal,Tampines,71,No,No
A39,A39,normal,Tampines,53,No,No
A37,A37,normal,Yishun,56,No,No
A57,A57,normal,Bukit Batok,24,No,No
A49,A49,normal,Kembangan,55,No,No
A43,A43,normal,Admiralty,56,No,No
A90,A90,normal,Bishan,23,No,No
A51,A51,normal,Boon Lay,0,No,Yes
A11,A11,normal,Marine Parade,71,No,No
A82,A82,normal,Little India,58,No,No
A98,A98,normal,Novena,54,No,No
A88,A88,normal,Bukit Batok,52,No,No
A97,A97,normal,Yishun,46,No,No
A40,A40,normal,Yishun,67,No,No
A26,A26,normal,Bukit Batok,54,No,No
A68,A68,normal,Toa Payoh,42,No,No
A21,A21,unsafe following distance,Little India,63,Yes,No
A48,A48,normal,Kovan,37,No,No
A14,A14,normal,Toa Payoh,0,No,Yes
A95,A95,normal,Kembangan,48,No,No
A84,A84,normal,Yishun,53,No,No
A43,A43,normal,Little India,0,No,Yes
A32,A32,normal,Bukit Panjang,0,No,Yes
A4,A4,normal,Paya Lebar,41,No,No
A18,A18,normal,Woodlands,33,No,No
A50,A50,normal,Queenstown,28,No,No
A54,A54,lane departure,Yishun,24,Yes,No
A13,A13,normal,Pasir Laba,50,No,No
A52,A52,normal,Woodlands,0,No,Yes
A53,A53,normal,Tampines,42,No,No
A57,A57,normal,Tampines,0,No,Yes
A6,A6,normal,Kent Ridge,55,No,No
A56,A56,normal,Bishan,32,No,No
A54,A54,normal,Potong Pasir,0,No,Yes
A14,A14,normal,Novena,55,No,No
A4,A4,normal,Newton,0,No,Yes
A29,A29,normal,Kent Ridge,0,No,Yes
A7,A7,normal,Tampines,46,No,No
A65,A65,normal,Hougang,60,No,No
A12,A12,normal,Tampines,75,No,No
A1,A1,normal,Tanglin,43,No,No
A64,A64,normal,Bukit Batok,41,No,No
A34,A34,normal,Tampines,0,No,Yes
A18,A18,lane departure,Serangoon,39,Yes,No
A53,A53,normal,Kembangan,68,No,No
A54,A54,normal,Hougang,68,No,No
A74,A74,normal,Yishun,37,No,No
A96,A96,normal,Hougang,56,No,No
A3,A3,normal,Yishun,16,No,No
A6,A6,normal,Tampines,0,No,Yes
A100,A100,normal,Boon Lay,19,No,No
A78,A78,normal,Clementi,50,No,No
A39,A39,normal,Bukit Merah,59,No,No
A82,A82,normal,Woodlands,33,No,No
A92,A92,normal,Geylang,62,No,No
A35,A35,normal,Punggol,40,No,No
A64,A64,normal,Woodlands,0,No,Yes
A67,A67,normal,Woodlands,0,No,Yes
A40,A40,normal,Telok Blangah,45,No,No
A42,A42,normal,Queenstown,18,No,No
A55,A55,normal,Bishan,60,No,No
A31,A31,normal,Potong Pasir,0,No,Yes
A78,A78,overspeed,Teban Gardens,88,Yes,No
A10,A10,normal,Bukit Gombak,0,No,Yes
A98,A98,normal,Yio Chu Kang,37,No,No
A99,A99,normal,Woodlands,72,No,No
A22,A22,normal,Woodlands,58,No,No
A1,A1,normal,Macpherson,0,No,Yes
A96,A96,normal,Yishun,55,No,No
A58,A58,normal,Tampines,75,No,No
A100,A100,normal,Boon Lay,0,No,Yes
A26,A26,normal,Tampines,35,No,No
A6,A6,normal,Bishan,52,No,No
A99,A99,normal,Jurong East,48,No,No
A86,A86,normal,Little India,0,No,Yes
A19,A19,normal,Tampines,53,No,No
A77,A77,normal,Marsiling,49,No,No
A26,A26,normal,Tampines,32,No,No
A45,A45,normal,Chai Chee,0,No,Yes
A58,A58,normal,Yishun,46,No,No
A7,A7,normal,Yishun,27,No,No
A87,A87,normal,Simei,0,No,Yes
A67,A67,normal,Jurong East,33,No,No
A23,A23,normal,Sengkang,36,No,No
A57,A57,normal,Tampines,60,No,No
A100,A100,normal,Bukit Batok,60,No,No
A63,A63,unsafe following distance,Choa Chu Kang,28,Yes,No
A81,A81,normal,Punggol,52,No,No
A95,A95,normal,Tampines,43,No,No
A65,A65,normal,Bukit Batok,0,No,Yes
A91,A91,normal,Toa Payoh,56,No,No
A66,A66,normal,Newton,51,No,No
A27,A27,normal,Newton,23,No,No
A62,A62,normal,Little India,44,No,No
A70,A70,normal,Yio Chu Kang,61,No,No
A54,A54,normal,Paya Lebar,0,No,Yes
A32,A32,normal,Pasir Laba,0,No,Yes
A64,A64,normal,Bouna Vista,37,No,No
A47,A47,normal,Macpherson,0,No,Yes
A55,A55,normal,Chai Chee,32,No,No
A62,A62,normal,Yio Chu Kang,0,No,Yes
A56,A56,normal,Bishan,35,No,No
A67,A67,normal,Kovan,39,No,No
A12,A12,normal,Tampines,61,No,No
A84,A84,normal,Alexandra,0,No,Yes
A60,A60,normal,Bishan,56,No,No
A75,A75,normal,Redhill,25,No,No
A95,A95,normal,Eunos,0,No,Yes
A22,A22,normal,Yishun,0,No,Yes
A81,A81,normal,Little India,18,No,No
A11,A11,normal,Geylang,75,No,No
A51,A51,normal,Macpherson,0,No,Yes
A85,A85,normal,Yishun,24,No,No
A54,A54,normal,Queenstown,27,No,No
A2,A2,normal,Choa Chu Kang,58,No,No
A24,A24,normal,Clementi,75,No,No
A78,A78,normal,Bukit Panjang,0,No,Yes
A33,A33,normal,Woodlands,0,No,Yes
A76,A76,normal,Chai Chee,0,No,Yes
A67,A67,unsafe following distance,Jurong East,43,Yes,No
A68,A68,normal,Potong Pasir,17,No,No
A56,A56,normal,Choa Chu Kang,0,No,Yes
A62,A62,normal,Bukit Panjang,55,No,No
A32,A32,normal,Woodlands,38,No,No
A98,A98,normal,Yio Chu Kang,69,No,No
A31,A31,normal,Tampines,50,No,No
A99,A99,normal,Chai Chee,0,No,Yes
A94,A94,normal,Jurong East,40,No,No
A32,A32,normal,Woodlands,17,No,No
A5,A5,normal,Tampines,0,No,Yes
A95,A95,normal,Eunos,32,No,No
A5,A5,normal,Tanglin,51,No,No
A22,A22,normal,Chai Chee,31,No,No
A74,A74,normal,Bukit Panjang,0,No,Yes
A77,A77,normal,Yishun,35,No,No
A77,A77,normal,Hougang,37,No,No
A78,A78,normal,Macpherson,32,No,No
A82,A82,normal,Pasir Laba,53,No,No
A49,A49,normal,Yishun,75,No,No
A22,A22,normal,Yishun,65,No,No
A47,A47,normal,Macpherson,0,No,Yes
A26,A26,lane departure,Serangoon,45,Yes,No
A3,A3,normal,Eunos,42,No,No
A28,A28,normal,Tanglin,40,No,No
A72,A72,normal,Serangoon,75,No,No
A91,A91,normal,Chai Chee,0,No,Yes
A92,A92,normal,Tampines,71,No,No
A81,A81,normal,Yishun,17,No,No
A26,A26,normal,Yishun,62,No,No
A11,A11,normal,Hougang,19,No,No
A47,A47,normal,Bukit Merah,53,No,No
A43,A43,unsafe following distance,Bukit Panjang,15,Yes,No
A45,A45,normal,Kembangan,0,No,Yes
A17,A17,normal,Choa Chu Kang,0,No,Yes
A70,A70,normal,Bukit Panjang,50,No,No
A66,A66,normal,Yishun,0,No,Yes
A54,A54,normal,Hougang,69,No,No
A18,A18,normal,Bukit Batok,0,No,Yes
A21,A21,normal,Tampines,0,No,Yes
A74,A74,normal,Little India,74,No,No
A30,A30,normal,Alexandra,69,No,No
A93,A93,normal,Clementi,50,No,No
A24,A24,normal,Bukit Panjang,32,No,No
A43,A43,normal,Admiralty,59,No,No
A72,A72,normal,Yishun,65,No,No
A62,A62,normal,Yishun,51,No,No
A23,A23,overspeed,Newton,88,Yes,No
A20,A20,normal,Bukit Merah,43,No,No
A20,A20,normal,Woodlands,16,No,No
A59,A59,normal,Chai Chee,16,No,No
A15,A15,normal,Yishun,44,No,No
A84,A84,normal,Yishun,0,No,Yes
A45,A45,normal,Bouna Vista,23,No,No
A47,A47,normal,Queenstown,18,No,No
A4,A4,normal,Punggol,57,No,No
A89,A89,normal,Little India,19,No,No
A67,A67,normal,Yishun,16,No,No
A49,A49,normal,Kembangan,41,No,No
A37,A37,normal,Yishun,0,No,Yes
A29,A29,normal,Bishan,23,No,No
A1,A1,normal,Macpherson,18,No,No
A47,A47,normal,Bukit Panjang,20,No,No
A79,A79,normal,Clementi,0,No,Yes
A40,A40,normal,Tampines,67,No,No
A53,A53,normal,Yishun,66,No,No
A35,A35,normal,Marsiling,0,No,Yes
A75,A75,normal,Pasir Ris,64,No,No
A34,A34,lane departure,Alexandra,55,Yes,No
A16,A16,normal,Yishun,60,No,No
A48,A48,normal,Yishun,33,No,No
A17,A17,normal,Pasir Ris,33,No,No
A75,A75,normal,Choa Chu Kang,16,No,No
A91,A91,normal,Yishun,0,No,Yes
A65,A65,normal,Hougang,67,No,No
A18,A18,normal,Serangoon,24,No,No
A99,A99,normal,Potong Pasir,0,No,Yes
A95,A95,normal,Chai Chee,24,No,No
A25,A25,normal,Kovan,41,No,No
A8,A8,normal,Marsiling,0,No,Yes
A88,A88,normal,Marine Parade,33,No,No
A55,A55,overspeed,Chai Chee,77,Yes,No
A75,A75,normal,Bishan,31,No,No
A61,A61,normal,Geylang,70,No,No
A17,A17,normal,Farrer Park,27,No,No
A69,A69,normal,Paya Lebar,56,No,No
A47,A47,normal,Woodlands,18,No,No
A62,A62,normal,Tampines,54,No,No
A25,A25,normal,Redhill,24,No,No
A93,A93,normal,Tampines,43,No,No
A85,A85,normal,Marsiling,64,No,No
A85,A85,normal,Tampines,15,No,No
A4,A4,normal,Bedok,46,No,No
A86,A86,lane departure,Tanglin,55,Yes,No
A61,A61,normal,Jurong East,32,No,No
